id	rcd	symbol	hgncid	ensgstable	evidence	testin	pathway	confidence	experiments	caution	uniprotac	pmid	remark	latestupdate	datasource	uniformgenetype
88	Ferroptosis	ZEB1	HGNC:11642	ENSG00000148516	Knockout of ZEB1 prevents cell death induced by GPX4 inhibition.	Human	ZEB1 :+: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	P37275	28678785	_NA_	2020/12/31	FerrDb team	gene with protein product
89	Ferroptosis	KEAP1	HGNC:23177	ENSG00000079999	Keap1 inhibition promotes resistance to ferroptosis.	Human, rat	KEAP1 :+: Ferroptosis	Validated	0	_NA_	Q14145	28805788	_NA_	2020/12/31	FerrDb team	gene with protein product
90	Ferroptosis	DPP4	HGNC:3009	ENSG00000197635	Required for ferroptosis in TP53-deficient CRC cells.	Human, mice	DPP4 :+: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	P27487	28813679	_NA_	2020/12/31	FerrDb team	gene with protein product
91	Ferroptosis	ALOX15	HGNC:433	ENSG00000161905	Suppression of ferroptosis following ALOX15 silencing was detected in cancer cells. Cells with exogenous expression of ALOX15 had an increased cell death rate following RSL3 treatment.	Human	ALOX15 :+: Ferroptosis	Validated	0	_NA_	P16050	28837253	_NA_	2020/12/31	FerrDb team	gene with protein product
92	Ferroptosis	ALOX12	HGNC:429	ENSG00000108839	12‐LOX inhibitors prevented cell death, whereas ALOX12 overexpression significantly enhanced cell death. ALOX12 expression was gradually elevated during the erastin or RSL3 treatments, and was stable in the late stage of ferroptosis.	Human	ALOX12 :+: Ferroptosis	Validated	0	_NA_	P18054	28837253	_NA_	2020/12/31	FerrDb team	gene with protein product
93	Ferroptosis	CDKN2A	HGNC:1787	ENSG00000147889	Combination of ARF induction and ROS treatment induced ferroptotic cell death. Knockdown of endogenous ARF protected cells from ROS-induced cell death.	Human, mice	CDKN2A :-: NFE2L2, NFE2L2 :+: SLC7A11, SLC7A11 :-: Ferroptosis, CDKN2A :+: p53, p53 :-: SLC7A11, SLC7A11 :-: Ferroptosis	Validated	0	_NA_	P42771	28985506	ARF in article	2020/12/31	FerrDb team	gene with protein product
94	Ferroptosis	PEBP1	HGNC:8630	ENSG00000089220	Elevated levels of PEBP1 resulted in increased sensitivity of HK2 cells to RSL3 whereas lowered contents of PEBP1 in HAEC and HT22 cells were associated with decreased sensitivity to ferroptosis.	Human, mice	(PEBP1/15LO) :+: Ferroptosis	Validated	0	_NA_	P30086	29053969	_NA_	2020/12/31	FerrDb team	gene with protein product
95	Ferroptosis	SOCS1	HGNC:19383	ENSG00000185338	Expression of SOCS1 sensitized cells to ferroptosis inducer. This effect of SOCS1 was efficiently blocked by ferroptosis inhibitor. Expression of SOCS1 reduced the levels of GSH, explaining in part its ability to sensitize cells to ferroptosis.	Human	SOCS1 :+: p53, p53 :-: SLC7A11, SLC7A11 :+: GSH, GSH :-: Ferroptosis	Validated	0	_NA_	O15524	29081404	_NA_	2020/12/31	FerrDb team	gene with protein product
96	Ferroptosis	CDO1	HGNC:1795	ENSG00000129596	CDO1 suppression contributes to ferroptosis resistance.	Human	CDO1 :-: GPX4, GPX4 :-: Ferroptosis	Validated	0	_NA_	Q16878	29144989	_NA_	2020/12/31	FerrDb team	gene with protein product
97	Ferroptosis	MYB	HGNC:7545	ENSG00000118513	Erastin-induced ferroptosis was restrained when c-Myb was suppressed.	Human	MYB :+: CDO1, CDO1 :-: GPX4, GPX4 :-: Ferroptosis	Validated	0	_NA_	P10242	29144989	C-Myb in article	2020/12/31	FerrDb team	gene with protein product
98	Ferroptosis	HMOX1	HGNC:5013	ENSG00000100292	Inhibiting HO-1 effectively attenuated BAY-induced ferroptotic cell death. Defective HO-1 expression significantly rescued cell survival suppressed by BAY.	Human	HMOX1 :+: Ferroptosis	Validated	0	_NA_	P09601	29274359	HO-1 in article	2020/12/31	FerrDb team	gene with protein product
99	Ferroptosis	MAPK8	HGNC:6881	ENSG00000107643	JNK1/2 inhibitors inhibited t-BHP-induced ferroptosis. t-BHP treatment significantly increased the protein expression of p-JNK.	Rat	MAPK8 :+: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	P45983	29330409	JNK1 in article	2020/12/31	FerrDb team	gene with protein product
100	Ferroptosis	MAPK9	HGNC:6886	ENSG00000050748	JNK1/2 inhibitors inhibited t-BHP-induced ferroptosis. t-BHP treatment significantly increased the protein expression of p-JNK.	Rat	MAPK9 :+: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	P45984	29330409	JNK2 in article	2020/12/31	FerrDb team	gene with protein product
101	Ferroptosis	MAPK1	HGNC:6871	ENSG00000100030	ERK1/2 inhibitors inhibited t-BHP-induced ferroptosis. t-BHP treatment significantly increased the protein expression of p-ERK.	Rat	MAPK1 :+: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	P28482	29330409	ERK2 in article	2020/12/31	FerrDb team	gene with protein product
102	Ferroptosis	MAPK3	HGNC:6877	ENSG00000102882	ERK1/2 inhibitors inhibited t-BHP-induced ferroptosis. t-BHP treatment significantly increased the protein expression of p-ERK.	Rat	MAPK3 :+: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	P27361	29330409	ERK1 in article	2020/12/31	FerrDb team	gene with protein product
103	Ferroptosis	SLC1A5	HGNC:10943	ENSG00000105281	Overexpression of SLC1A5 restored miR-137-mediated ferroptosis suppression.	Human	SLC1A5 :+: Glutaminolysis, Glutaminolysis :+: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	Q15758	29348676	_NA_	2020/12/31	FerrDb team	gene with protein product
104	Ferroptosis	CHAC1	HGNC:28680	ENSG00000128965	CHAC1 degradation of GSH might enhance cystine-starvation-induced cell death.	Human	CHAC1 :-: GSH, GSH :-: Ferroptosis	Validated	0	_NA_	Q9BUX1	29383104	_NA_	2020/12/31	FerrDb team	gene with protein product
105	Ferroptosis	MAPK14	HGNC:6876	ENSG00000112062	Ferroptosis was blocked by inhibiting p38 MAPK activation.	Mice	MAPK14 :+: Ferroptosis	Validated	0	_NA_	Q16539	29436589	p38 MAPK in article	2020/12/31	FerrDb team	gene with protein product
106	Ferroptosis	LINC00472	HGNC:21380	ENSG00000233237	Increases erastin-induced growth inhibition, whereas depletion of P53RRA decreased erastin-induced growth inhibition.	Human	LINC00472 :+: p53, p53 :+: Ferroptosis	Validated	0	Also triggers apoptosis.	Q9H8W2	29588351	P53RRA in article	2020/12/31	FerrDb team	RNA, long non-coding
107	Ferroptosis	NOX4	HGNC:7891	ENSG00000086991	Activated  Nox4  contributes to  PAB-induced  ferroptotic cell death. knockdown made cells resistant to PAB-induced death.	Human, rat	NOX4 :+: H2O2, H2O2 :+: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	Q9NPH5	29702192	_NA_	2020/12/31	FerrDb team	gene with protein product
108	Ferroptosis	GOT1	HGNC:4432	ENSG00000120053	Overexpression of miR‐9 suppressed GOT1, which subsequently reduced ferroptosis. Overexpression of GOT1 restored miR‐9 mediated ferroptosis suppression.	Human	GOT1 :+: alpha KG, alpha KG :+: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	P17174	30035324	_NA_	2020/12/31	FerrDb team	gene with protein product
109	Ferroptosis	BECN1	HGNC:1034	ENSG00000126581	Knockdown inhibits ferroptosis. Overexpression increases ferroptotic cancer cell death.	Human, mice	BECN1 :-: System Xc-, System Xc- :+: GSH, GSH :-: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	Q14457	30057310	_NA_	2020/12/31	FerrDb team	gene with protein product
110	Ferroptosis	PRKAA2	HGNC:9377	ENSG00000162409	Inhibition of PRKAA/AMPKalpha diminishes ferroptosis.	Human	PRKAA2 :+: (BECN1/SLC7A11), (BECN1/SLC7A11) :+: Ferroptosis	Validated	0	_NA_	P54646	30057310	PRKAA in article	2020/12/31	FerrDb team	gene with protein product
111	Ferroptosis	PRKAA1	HGNC:9376	ENSG00000132356	Inhibition of PRKAA/AMPKalpha diminishes ferroptosis.	Human	PRKAA1 :+: (BECN1/SLC7A11), (BECN1/SLC7A11) :+: Ferroptosis	Validated	0	_NA_	Q13131	30057310	AMPK alpha in article	2020/12/31	FerrDb team	gene with protein product
112	Ferroptosis	ELAVL1	HGNC:3312	ENSG00000066044	ELAVL1 siRNA led to ferroptosis resistance, whereas ELAVL1 plasmid contributed to classical ferroptotic events.	Human, mice	ELAVL1 :+: Ferroptosis	Validated	0	_NA_	Q15717	30081711	_NA_	2020/12/31	FerrDb team	gene with protein product
113	Ferroptosis	BAP1	HGNC:950	ENSG00000163930	Suppresses SLC7A11-mediated cystine uptake and promotes ferroptosis. BAP1 mutants lose their abilities to repress SLC7A11 and to promote ferroptosis.	Human	BAP1 :-: SLC7A11, SLC7A11 :-: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	Q92560	30202049	_NA_	2020/12/31	FerrDb team	gene with protein product
114	Ferroptosis	TP53	HGNC:11998	ENSG00000141510	Facilitates ART-induced ferroptosis. Conversely, knockdown of P53 blocked ART-induced ferroptosis.	Rat	TP53 :+: Ferroptosis	Validated	0	_NA_	P04637	30321484	P53 in article	2020/12/31	FerrDb team	gene with protein product
115	Ferroptosis	ABCC1	HGNC:51	ENSG00000103222	Accelerates ferroptosis. Disruption of MRP1 inhibited ferroptosis potently.	Human	ABCC1 :-: GSH, GSH :-: Ferroptosis	Validated	0	_NA_	P33527	30726737	MRP1 in article	2020/12/31	FerrDb team	gene with protein product
116	Ferroptosis	ACSL4	HGNC:3571	ENSG00000068366	Inhibition suppresses ferroptosis.	Human, mice	ACSL4 :+: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	O60488	30737476	_NA_	2020/12/31	FerrDb team	gene with protein product
117	Ferroptosis	MIR6852	HGNC:49993	ENSG00000284195	Promotes ferroptosis. Binds to LINC0033 and serves as a negative upstream regulator of CBS-mediated ferroptosis inhibition.	Human	MIR6852 :-: CBS, CBS :-: Ferroptosis	Validated	0	_NA_	_NA_	30787392	_NA_	2020/12/31	FerrDb team	RNA, micro
118	Ferroptosis	ACVR1B	HGNC:172	ENSG00000135503	Inhibition attenuated erastin-induced ferroptosis.	Human	ACVR1B :-: NFE2L2, NFE2L2 :-: Ferroptosis 	Validated	0	_NA_	P36896	30804470	ALK4 in article	2020/12/31	FerrDb team	gene with protein product
119	Ferroptosis	TGFBR1	HGNC:11772	ENSG00000106799	Inhibition attenuated erastin-induced ferroptosis.	Human	TGFBR1 :-: NFE2L2, NFE2L2 :-: Ferroptosis	Validated	0	_NA_	P36897	30804470	ALK5 in article	2020/12/31	FerrDb team	gene with protein product
120	Ferroptosis	BAP1	HGNC:950	ENSG00000163930	Promotes ferroptosis induced by class I ferroptosis inducer.	Human	BAP1 :-: SLC7A11, SLC7A11 :-: Ferroptosis	Validated	0	_NA_	Q92560	30907299	_NA_	2020/12/31	FerrDb team	gene with protein product
121	Ferroptosis	EPAS1	HGNC:3374	ENSG00000116016	A driver of ferroptosis susceptibility. Ablation reduced susceptibility to ferroptosis.	Mice	EPAS1 :+: HILPDA, EPAS1 :+: PLIN2, HILPDA :+: PUFA, PLIN2 :+: PUFA, PUFA :+: PUFA-phospholipid hydroperoxides, PUFA-phospholipid hydroperoxides :+: Ferroptosis	Validated	0	_NA_	Q99814	30962421	HIF-2alpha in article	2020/12/31	FerrDb team	gene with protein product
122	Ferroptosis	HILPDA	HGNC:28859	ENSG00000135245	Promotes ferroptosis sensitivity downstream of HIF-2alpha.	Mice	HILPDA :+: PUFA, PUFA :+: PUFA-phospholipid hydroperoxides, PUFA-phospholipid hydroperoxides :+: Ferroptosis	Validated	0	_NA_	Q9Y5L2	30962421	_NA_	2020/12/31	FerrDb team	gene with protein product
123	Ferroptosis	HIF1A	HGNC:4910	ENSG00000100644	Re-sensitized HIF-2alpha-null cells to ferroptosis.  Induce ferroptosis sensitivity in cancer cells.	Mice	HIF1A :+: HILPDA, HIF1A :+: PLIN2, HILPDA :+: PUFA, PLIN2 :+: PUFA, PUFA :+: PUFA-phospholipid hydroperoxides, PUFA-phospholipid hydroperoxides :+: Ferroptosis	Validated	0	_NA_	Q16665	30962421	HIF-1alpha in article	2020/12/31	FerrDb team	gene with protein product
124	Ferroptosis	ALOX12	HGNC:429	ENSG00000108839	An essential factor of p53-dependent ferroptosis. Loss of one Alox12 allele is sufficient to abrogate p53-mediated ferroptosis.	Human, mice	ALOX12 :+: PUFAs-OOH, PUFAs-OOH :+: Ferroptosis	Validated	0	_NA_	P18054	30962574	_NA_	2020/12/31	FerrDb team	gene with protein product
125	Ferroptosis	ACSL4	HGNC:3571	ENSG00000068366	Required for ferroptosis induced by erastin. ACSL4-null cells are resistant to ferroptosis induced by either erastin.	Human	ACSL4 :+: Ferroptosis	Validated	0	_NA_	O60488	30962574	_NA_	2020/12/31	FerrDb team	gene with protein product
126	Ferroptosis	HMOX1	HGNC:5013	ENSG00000100292	Enhances the ferroptotic process in PRDX6-silenced cells by promoting cellular accumulation of ferrous ions. Overexpression increases both erastin and RSL-3-induced lipid ROS.	Human	HMOX1 :+: Ferroptosis	Validated	0	_NA_	P09601	31036877	_NA_	2020/12/31	FerrDb team	gene with protein product
127	Ferroptosis	IFNG	HGNC:5438	ENSG00000111537	Interferon gamma released from CD8+ T cells downregulates the expression of SLC3A2 and SLC7A11, and as a consequence, promotes tumour cell lipid peroxidation and ferroptosis.	Human, mice	IFNG :-: SLC3A2, IFNG :-: SLC7A11, SLC3A2 :+: System Xc-, SLC7A11 :+: System Xc-, System Xc- :+: Cystine, Cystine :-: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	P01579	31043744	IFNgamma in article	2020/12/31	FerrDb team	gene with protein product
128	Ferroptosis	ANO6	HGNC:25240	ENSG00000177119	Essential for ferroptosis. Inhibition blocked ferroptotic cell death induced by RSL3/erastin.	Human, mice	ANO6 :+: Ferroptosis	Validated	0	_NA_	Q4KMQ2	31060306	_NA_	2020/12/31	FerrDb team	gene with protein product
129	Ferroptosis	LPIN1	HGNC:13345	ENSG00000134324	Overexpression of adipose lipin‐1 in mice facilitated the onset of hepatic ferroptosis.	Mice	LPIN1 :+: Ferroptosis	Validated	0	_NA_	Q14693	31061954	_NA_	2020/12/31	FerrDb team	gene with protein product
130	Ferroptosis	HMGB1	HGNC:4983	ENSG00000189403	Required for erastin-induced ferroptosis. Knockdown of HMGB1 decreased erastin-induced cell death.	Human, mice	HMGB1 :+: Ferroptosis	Validated	0	_NA_	P09429	31105999	_NA_	2020/12/31	FerrDb team	gene with protein product
131	Ferroptosis	TNFAIP3	HGNC:11896	ENSG00000118503	Overexpression increased ROS generation and enhanced erastin-induced ferroptosis, whereas knockdown inhibited erastin-induced ferroptosis.	Human	TNFAIP3 :+: ACSL4, ACSL4 :+: Lipid ROS, TNFAIP3 :-: GPX4, GPX4 :-: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	P21580	31160087	Zinc lipoprotein A20 in article	2020/12/31	FerrDb team	gene with protein product
132	Ferroptosis	TLR4	HGNC:11850	ENSG00000136869	Knockdown inhibited ferroptosis.	Rat	TLR4 :+: Ferroptosis	Validated	0	_NA_	O00206	31196626	_NA_	2020/12/31	FerrDb team	gene with protein product
133	Ferroptosis	NOX4	HGNC:7891	ENSG00000086991	Knockdown inhibited ferroptosis.	Rat	NOX4 :+: Ferroptosis	Validated	0	_NA_	Q9NPH5	31196626	_NA_	2020/12/31	FerrDb team	gene with protein product
134	Ferroptosis	ATF3	HGNC:785	ENSG00000162772	Promotes ferroptosis induced by erastin.	Human	ATF3 :-: SLC7A11, SLC7A11 :+: System Xc-, System Xc- :+: GSH, GSH :-: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	P18847	31273299	_NA_	2020/12/31	FerrDb team	gene with protein product
135	Ferroptosis	ATM	HGNC:795	ENSG00000149311	Essential for ferroptosis. Genetic knockdown and chemical inhibition of ATM both suppress ferroptotic cell death.	Human	ATM :-: MTF1, MTF1 :+: FTL, MTF1 :+: FTH1, FTL :-: Ferroptosis, FTH1 :-: Ferroptosis	Validated	0	_NA_	Q13315	31320750	_NA_	2020/12/31	FerrDb team	gene with protein product
136	Ferroptosis	YY1AP1	HGNC:30935	ENSG00000163374	Makes cells more sensitive to ferroptosis. Cells lacking YAP were no longer sensitised to ferroptosis.	Human, mice	YAP :+: ACSL4, ACSL4 :+: Ferroptosis, YAP :+: TFRC,  TFRC :+: Ferroptosis	Validated	0	_NA_	Q9H869	31341276	YAP in article	2020/12/31	FerrDb team	gene with protein product
137	Ferroptosis	EGLN2	HGNC:14660	ENSG00000269858	Inhibiting EGLN2 activation diminished ferroptotic tumor cell death.	Human, mice	EGLN2 :-: HIF1A, HIF1A  :-: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	Q96KS0	31355331	_NA_	2020/12/31	FerrDb team	gene with protein product
138	Ferroptosis	MIOX	HGNC:14522	ENSG00000100253	Overexpression exacerbates cell death, knockdown inhibits ferroptosis.	Human, mice	MIOX :-: GPX4, GPX4 :-: Ferroptosis, MIOX :-: GSH, GSH :-: Ferroptosis	Validated	0	_NA_	Q9UGB7	31437128	_NA_	2020/12/31	FerrDb team	gene with protein product
139	Ferroptosis	TAFAZZIN	HGNC:11577	ENSG00000102125	TAZ removal confers ferroptosis resistance, whereas overexpression of TAZS89A sensitizes cells to ferroptosis.	Human, mice	TAZ :+: EMP1, EMP1 :+: NOX4, NOX4 :+: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	Q16635	31484063	TAZ in article.	2022/8/4	FerrDb team	gene with protein product
140	Ferroptosis	MTDH	HGNC:29608	ENSG00000147649	Can enhance sensitivity to inducers of ferroptosis. Enhances the vulnerability of cancer cells to ferroptosis.	Human, mice	MTDH :-: Cysteine, Cystein :-: Ferroptosis, MTDH :-: SLC3A2, SLC3A2 :-: Ferroptosis, MTDH :-: GPX4, GPX4 :-: Ferroptosis, MTDH :-: GSH, GSH :-: Ferroptosis, MTDH :+: Glutamate, Glutamate :+: Ferroptosis	Validated	0	_NA_	Q86UE4	31527591	_NA_	2020/12/31	FerrDb team	gene with protein product
141	Ferroptosis	IDH1	HGNC:5382	ENSG00000138413	Deletion of the mutant IDH1 allele or pharmacological inhibition of mutant IDH1 confers resistance to erastin-induced ferroptosis. Ectopic expression of mutant IDH1 promotes ferroptosis.	Human	IDH1 :-: GPX4, GPX4 :-: Lipid ROS, Lipid ROS :+: Ferroptosis, IDH1 :-: GSH, GSH :-: Ferroptosis	Validated	0	_NA_	O75874	31591388	_NA_	2020/12/31	FerrDb team	gene with protein product
142	Ferroptosis	SIRT1	HGNC:14929	ENSG00000096717	Knockout partially mitigates ferroptosis.	Mice	SIRT1 :+: Ferroptosis	Predicted	0	_NA_	Q96EB6	31610175	_NA_	2020/12/31	FerrDb team	gene with protein product
143	Ferroptosis	TAFAZZIN	HGNC:11577	ENSG00000102125	TAZ removal confers ferroptosis resistance, while TAZS89A overexpression sensitizes cells to ferroptosis.	Human	TAZ :+: ANGPTL4, ANGPTL4 :+: NOX2, NOX2 :+: Ferroptosis	Validated	0	_NA_	Q16635	31641008	TAZ in article.	2022/8/4	FerrDb team	gene with protein product
144	Ferroptosis	BECN1	HGNC:1034	ENSG00000126581	Overexpression aggravated isoflurane-induced cell damage by upregulating ferroptosis. This phenomenon was significantly attenuated by silencing of Beclin1.	Human	(Beclin1/SLC7A11) :-: System Xc-, System Xc- :-: Ferroptosis	Validated	0	_NA_	Q14457	31650158	Beclin1 in article	2020/12/31	FerrDb team	gene with protein product
145	Ferroptosis	FBXW7	HGNC:16712	ENSG00000109670	FBXW7 plasmid induces ferroptosis.	Human, mice	FBXW7 :+: Ferroptosis	Deduced	0	_NA_	Q969H0	31679460	_NA_	2020/12/31	FerrDb team	gene with protein product
146	Ferroptosis	PANX1	HGNC:8599	ENSG00000110218	Deletion protects against ferroptotic cell death. Silenced Panx1 expression significantly attenuated ferroptotic lipid peroxidation and iron accumulation induced by the ferroptosis inducer erastin.	Human, mice	PANX1 :-: HMOX1, HMOX1 :-: Ferroptosis, PANX1 :+: MAPK/ERK, MAPK/ERK :+: Ferroptinophagy, Ferroptinophagy :+: Ferroptosis	Validated	0	_NA_	Q96RD7	31694915	_NA_	2020/12/31	FerrDb team	gene with protein product
147	Ferroptosis	DNAJB6	HGNC:14888	ENSG00000105993	Promotes ferroptosis in esophageal squamous cell carcinoma.	Human, mice	DNAJB6 :-: GPX4, GPX4 :-: Ferroptosis	Predicted	0	_NA_	O75190	31701262	_NA_	2020/12/31	FerrDb team	gene with protein product
148	Ferroptosis	BACH1	HGNC:935	ENSG00000156273	Promotes ferroptosis by repressing the transcription of a subset of the erastin-induced protective genes.	Mice	BACH1 :+: Lipid ROS, Lipid ROS :+: Ferroptosis	Validated	0	_NA_	O14867	31740582	_NA_	2020/12/31	FerrDb team	gene with protein product
149	Ferroptosis	ACSL4	HGNC:3571	ENSG00000068366	Overexpression induced ferroptosis. The opposite results were observed when ACSL4 was silenced.	Human	ACSL4 :-: GPX4, GPX4 :-: Ferroptosis	Validated	0	_NA_	O60488	31789401	_NA_	2020/12/31	FerrDb team	gene with protein product
150	Ferroptosis	LONP1	HGNC:9479	ENSG00000196365	Inhibition of LONP1 negatively regulates erastin-induced cell death.	Human	LONP1 :-: Nrf2/Keap1 pathway, Nrf2/Keap1 pathway :-: Ferroptosis, LONP1 :-: GPX4, GPX4 :-: Ferroptosis	Validated	0	_NA_	P36776	31822343	_NA_	2021/4/11	FerrDb team	gene with protein product
151	Ferroptosis	CD82	HGNC:6210	ENSG00000085117	This study identified that the high expression of the KAI1 gene promoted the occurrence of ferroptosis in PC cells through its extensive effect on FPN and GPX4.	Human	KAI1 :+: Ferroptosis	Validated	0	_NA_		33655331	KAI1 in article	2021/4/16	FerrDb team	gene with protein product
152	Ferroptosis	IL1B	HGNC:5992	ENSG00000125538	We observed that both IL-1β and FAC induced reactive oxygen species (ROS), and lipid ROS accumulation and ferroptosis related protein expression changes in chondrocytes. Ferrostatin-1, a ferroptosis specific inhibitor, attenuated the cytotoxicity, ROS and lipid-ROS accumulation and ferroptosis related protein expression changes induced by IL-1β and FAC and facilitated the activation of Nrf2 antioxidant system.	Human, mice	IL1B :+: ROS, ROS :+: Ferroptosis	Validated	0	_NA_	_NA_	33376672	_NA_	2021/5/17	FerrDb team	gene with protein product
153	Ferroptosis	CTSB	HGNC:2527	ENSG00000164733	Cathepsin B is an executioner of ferroptosis	_NA_	CTSB :+: Ferroptosis	Validated	0	_NA_	_NA_	33340545	_NA_	2021/5/18	FerrDb team	gene with protein product
154	Ferroptosis	POR	HGNC:9208	ENSG00000127948	The oxidoreductases POR and CYB5R1 are required for ferroptosis. Knockdown of POR in vivo protects ConA-induced ferroptotic liver damage	Human, mice	POR :+: hydrogen peroxide, hydrogen peroxide :+: PUFA peroxidation, PUFA peroxidation :+: Ferroptosis	Validated	0	_NA_	_NA_	33321093	_NA_	2021/7/14	FerrDb team	gene with protein product
155	Ferroptosis	CYB5R1	HGNC:13397	ENSG00000159348	The oxidoreductases POR and CYB5R1 are required for ferroptosis. Genetic knockout of POR and CYB5R1 decreases cellular hydrogen peroxide generation, preventing lipid peroxidation and ferroptosis.	Human	CYB5R1 :+: hydrogen peroxide, hydrogen peroxide :+: PUFA peroxidation, PUFA peroxidation :+: Ferroptosis	Validated	0	_NA_	_NA_	33321093	_NA_	2021/7/14	FerrDb team	gene with protein product
156	Ferroptosis	ELOVL5	HGNC:21308	ENSG00000012660	Biochemical and lipidomics analyses support the hypothesis that ELOVL5 and FADS1 are required to maintain intracellular levels of AA and AdA and promote ferroptosis.	Human	ELOVL5 :+: Arachidonic acid, Arachidonic acid :+: Ferroptosis	Validated	0	_NA_	_NA_	33288688	_NA_	2021/7/21	FerrDb team	gene with protein product
157	Ferroptosis	FADS1	HGNC:3574	ENSG00000149485	Biochemical and lipidomics analyses support the hypothesis that ELOVL5 and FADS1 are required to maintain intracellular levels of AA and AdA and promote ferroptosis.	Human	FADS1 :+: Arachidonic acid, Arachidonic acid :+: Ferroptosis	Validated	0	_NA_	_NA_	33288688	_NA_	2021/7/21	FerrDb team	gene with protein product
158	Ferroptosis	ALOX12	HGNC:429	ENSG00000108839	Hydrogen sulfide guards myoblasts from ferroptosis by inhibiting ALOX12 acetylation.	Mice	ALOX12 :+: Lipid peroxide, Lipid peroxide :+: Ferroptosis	Deduced	0	_NA_	_NA_	33290842	_NA_	2021/7/21	FerrDb team	gene with protein product
159	Ferroptosis	FBXW7	HGNC:16712	ENSG00000109670	Results revealed that FBW7 regulated lipid peroxidation and promoted ferroptosis, a non-apoptotic form of cell death.	Human	FBXW7 :-: (NR4A1/SCD1), (NR4A1/SCD1) :+: SCD1, SCD1 :-: Ferroptosis	Validated	0	_NA_	_NA_	33271455	_NA_	2021/8/2	FerrDb team	gene with protein product
160	Ferroptosis	PTEN	HGNC:9588	ENSG00000171862	Notably, we found that cancer cells carrying PIK3CA activating mutation or PTEN deletion appeared to be more resistant to RSL3. These mutations lead to the activation of the oncogenic PI3K-AKT signaling pathway. Therefore, sustained activation of the PI3K-AKT-mTOR pathway protects cancer cells from ferroptotic cell death.	Human	PTEN :-: PI3K-AKT pathway, PI3K-AKT pathway :-: Ferroptosis	Deduced	0	_NA_	_NA_	33229547	_NA_	2021/8/2	FerrDb team	gene with protein product
161	Ferroptosis	NR1D1	HGNC:7962	ENSG00000126368	Targeted inhibition of Rev-erb-α/β limits ferroptosis to ameliorate folic acid-induced AKI in mice.	Mice	(NR1D1/RORE) :-: SLC7A11, SLC7A11 :-: Ferroptosis, (NR1D1/RORE) :-: HO1, HO1 :-: Ferroptosis	Deduced	0	The homologous mice gene is validated.	_NA_	33068011	Rev-erb-α in article	2021/8/4	FerrDb team	gene with protein product
162	Ferroptosis	NR1D2	HGNC:7963	ENSG00000174738	Targeted inhibition of Rev-erb-α/β limits ferroptosis to ameliorate folic acid-induced AKI in mice.	Mice	(NR1D2/RORE) :-: SLC7A11, SLC7A11 :-: Ferroptosis, (NR1D2/RORE) :-: HO1, HO1 :-: Ferroptosis	Deduced	0	The homologous mice gene is validated.	_NA_	33068011	Rev-erb-β in article	2021/8/4	FerrDb team	gene with protein product
163	Ferroptosis	TBK1	HGNC:11584	ENSG00000183735	hTBK1-c.978T>A mutation significantly inhibited the proliferation of NSC-34 cells via inducing cell ferroptosis, while the effect of TBK1 mutation was notably reversed by Ferrostatin-1 or p62 siRNA.	Mice	TBK1-c.978T>A :+: KEAP1, KEAP1 :+: Ferroptosis	Validated	0	TBK1-c.978T>A mutation.	_NA_	33312375	_NA_	2021/8/9	FerrDb team	gene with protein product
164	Ferroptosis	IL6	HGNC:6018	ENSG00000136244	IL-6 exposure caused cartilage cell ferroptosis by inducing cellular oxidative stress and disturbing iron homeostasis. Overexpressing miR-10a-5p suppressed IL-6R expression, and partially abolished IL-6-induced ferroptosis.	Human, mice	IL-6 :-: miR-10a-5p, miR-10a-5p :-: IL-6R, IL-6R :+: Ferroptosis	Validated	0	_NA_	_NA_	33166496	IL-6 in article	2021/8/11	FerrDb team	gene with protein product
165	Ferroptosis	USP7	HGNC:12630	ENSG00000187555	USP7 promotes ferroptosis in the I/R-treated hearts via activation of p53/TfR1 pathway.	Rat	USP7 :+: p53/TfR1, p53/TfR1 :+: Ferroptosis	Validated	0	_NA_	_NA_	33157209	_NA_	2021/8/21	FerrDb team	gene with protein product
